timestamp,feed_volume_m3_day,total_solids_percent,volatile_solids_percent,cod_mg_l,temperature_celsius,ph,alkalinity_mg_l,retention_time_days,mixing_intensity_rpm,methane_production_m3_day,hour_of_day,day_of_week,is_weekend,methane_lag_1,methane_lag_3,methane_rolling_mean_5,estimated_cn_ratio,loading_rate_kg_vs_m3_day
2025-08-29 01:36:00,61.34,11.06,7.92,30791.0,38.2,7.15,2805.0,25.0,18.5,66.94,1,4,0,72.06,82.85,66.422,30.076939057314625,48.58128000000001
2025-08-29 01:39:00,63.57,11.19,8.45,31123.0,37.5,7.1,2713.0,28.0,21.0,98.26,1,4,0,66.94,61.91,76.40400000000001,24.220836486770402,53.71664999999999
2025-08-29 01:42:00,61.44,12.05,8.16,32106.0,37.4,6.73,2463.0,24.7,16.7,89.42,1,4,0,98.26,72.06,77.718,25.106114251265918,50.13504
2025-08-29 01:45:00,66.24,10.74,7.57,30630.0,36.9,7.37,2918.0,23.9,16.5,64.19,1,4,0,89.42,66.94,78.174,21.73986756584582,50.14368
2025-08-29 01:48:00,62.65,11.05,8.44,32152.0,36.3,6.82,2661.0,24.6,12.7,80.02,1,4,0,64.19,98.26,79.76599999999999,22.686191749967556,52.876599999999996
2025-08-29 01:51:00,55.02,10.61,8.02,31555.0,37.9,6.78,2472.0,24.0,16.2,76.64,1,4,0,80.02,89.42,81.70599999999999,23.491271049885942,44.12604
2025-08-29 01:54:00,60.3,12.57,9.53,35216.0,38.0,7.03,2896.0,27.4,10.2,94.63,1,4,0,76.64,64.19,80.97999999999999,21.862915087366265,57.46589999999998
2025-08-29 01:57:00,64.35,9.46,6.53,26029.0,37.4,7.14,2724.0,27.4,19.9,59.16,1,4,0,94.63,80.02,74.928,24.373246127887384,42.02054999999999
2025-08-29 02:00:00,58.63,11.73,8.63,30597.0,38.0,7.08,2529.0,26.1,16.8,72.43,2,4,0,59.16,76.64,76.576,23.778952324579688,50.59769
2025-08-29 02:03:00,55.36,9.71,7.25,30458.0,37.5,7.1,2637.0,23.7,7.8,54.64,2,4,0,72.43,94.63,71.5,30.5523434273072,40.136
2025-08-29 02:06:00,57.42,8.59,6.4,27837.0,38.3,7.24,2848.0,24.4,18.1,50.94,2,4,0,54.64,59.16,66.36,21.502077442958615,36.7488
2025-08-29 02:09:00,53.65,10.11,7.44,27580.0,37.2,7.27,3057.0,22.9,15.1,60.09,2,4,0,50.94,72.43,59.452,25.30807155024576,39.9156
2025-08-29 02:12:00,50.59,10.61,8.76,30073.0,37.6,6.82,2530.0,22.7,23.4,77.26,2,4,0,60.09,54.64,63.072,25.743538845705473,44.31684
2025-08-29 02:15:00,54.53,12.21,9.2,32543.0,38.8,7.11,2726.0,23.6,22.0,61.44,2,4,0,77.26,50.94,60.874,21.789038354044486,50.1676
2025-08-29 02:18:00,44.11,11.15,8.38,31879.0,37.8,6.95,2596.0,24.0,12.0,51.0,2,4,0,61.44,60.09,60.146,27.060482486358516,36.964180000000006
2025-08-29 02:21:00,53.02,9.82,7.5,29945.0,37.9,6.82,2707.0,25.5,11.4,53.17,2,4,0,51.0,77.26,60.592000000000006,23.805018961355117,39.76500000000001
2025-08-29 02:24:00,54.5,10.93,9.32,35252.0,38.5,6.85,2521.0,21.4,6.9,64.0,2,4,0,53.17,61.44,61.374,17.522831045250797,50.794
2025-08-29 02:27:00,52.23,9.71,7.59,28519.0,38.0,6.76,2599.0,24.2,12.0,55.14,2,4,0,64.0,51.0,56.95,26.979548836313697,39.64257
2025-08-29 02:30:00,55.53,11.55,8.24,33921.0,37.1,6.79,2721.0,23.8,15.4,80.14,2,4,0,55.14,53.17,60.69,21.64917734769291,45.75672
2025-08-29 02:33:00,54.91,11.0,8.44,31459.0,37.8,6.91,2815.0,27.1,5.0,67.13,2,4,0,80.14,64.0,63.916,21.856675161582704,46.34403999999999
2025-08-29 02:36:00,46.79,11.29,8.32,32950.0,37.7,6.55,2531.0,28.3,16.6,66.09,2,4,0,67.13,55.14,66.5,27.063706248677196,38.92928
2025-08-29 02:39:00,51.37,8.36,6.37,28504.0,37.3,7.23,2966.0,27.5,19.8,54.46,2,4,0,66.09,80.14,64.592,23.95851555274465,32.72269
2025-08-29 02:42:00,43.88,10.6,7.37,28923.0,38.8,7.08,2998.0,23.9,13.7,30.57,2,4,0,54.46,67.13,59.678,27.753316451654502,32.33956
2025-08-29 02:45:00,43.2,10.54,8.3,30682.0,38.4,7.27,2559.0,25.5,9.7,41.56,2,4,0,30.57,66.09,51.962,28.630498286095957,35.856
2025-08-29 02:48:00,45.4,11.11,7.83,28345.0,38.1,7.53,3036.0,26.4,17.4,48.53,2,4,0,41.56,54.46,48.242000000000004,23.065214619033107,35.548199999999994
2025-08-29 02:51:00,39.74,10.46,8.83,34002.0,38.8,6.9,2681.0,26.4,27.7,57.98,2,4,0,48.53,30.57,46.62,27.37978748786509,35.09042
2025-08-29 02:54:00,39.93,9.86,7.93,30268.0,38.4,6.54,2260.0,22.3,13.3,45.51,2,4,0,57.98,41.56,44.83,22.733617595821354,31.66449
2025-08-29 02:57:00,40.77,8.54,6.3,27321.0,36.7,6.99,2961.0,21.1,9.9,34.78,2,4,0,45.51,48.53,45.672,31.69934775139653,25.685100000000002
2025-08-29 03:00:00,36.74,9.67,7.25,29668.0,38.1,7.03,2805.0,24.5,12.1,33.63,3,4,0,34.78,57.98,44.086,22.921128986406355,26.6365
2025-08-29 03:03:00,39.79,9.45,6.75,28602.0,38.3,7.3,2485.0,22.2,9.1,31.3,3,4,0,33.63,45.51,40.64,28.07826232288001,26.858249999999998
2025-08-29 03:06:00,40.66,9.78,7.26,30049.0,38.8,6.73,2804.0,27.2,18.6,30.99,3,4,0,31.3,34.78,35.242,27.531370077644727,29.519160000000003
2025-08-29 03:09:00,35.89,10.28,7.08,29882.0,38.3,6.93,2759.0,25.1,23.2,33.71,3,4,0,30.99,33.63,32.882,25.9482634663268,25.410120000000003
2025-08-29 03:12:00,34.57,8.79,5.86,28484.0,37.8,6.84,2357.0,25.7,8.6,35.71,3,4,0,33.71,31.3,33.068,22.98837051574995,20.258020000000002
2025-08-29 03:15:00,26.84,11.04,8.4,31694.0,38.1,7.08,2984.0,24.4,13.3,39.56,3,4,0,35.71,30.99,34.254000000000005,24.54580752417577,22.545600000000004
2025-08-29 03:18:00,47.47,11.05,7.94,30463.0,37.8,7.02,2799.0,22.4,17.0,49.11,3,4,0,39.56,33.71,37.815999999999995,18.539235661166344,37.69118
2025-08-29 03:21:00,41.34,10.54,8.04,32062.0,39.2,7.2,2820.0,25.9,16.9,24.06,3,4,0,49.11,35.71,36.42999999999999,25.67326011514675,33.237359999999995
2025-08-29 03:24:00,34.0,9.9,6.71,29009.0,37.7,6.84,2475.0,26.3,10.3,45.75,3,4,0,24.06,39.56,38.838,26.048845993085155,22.813999999999997
2025-08-29 03:27:00,37.82,10.08,7.12,29949.0,38.1,7.02,2424.0,26.1,13.2,39.38,3,4,0,45.75,49.11,39.572,25.400498257184115,26.927840000000007
2025-08-29 03:30:00,35.91,9.46,8.03,31012.0,37.6,6.92,2836.0,26.0,18.1,41.25,3,4,0,39.38,24.06,39.910000000000004,16.080081486122328,28.835729999999995
2025-08-29 03:33:00,31.1,9.31,6.95,29513.0,38.5,6.73,2780.0,25.2,21.4,34.84,3,4,0,41.25,45.75,37.056,21.203090664730567,21.614500000000003
2025-08-29 03:36:00,32.25,10.25,6.9,28746.0,38.8,5.83,2254.0,23.4,20.6,10.0,3,4,0,34.84,39.38,34.24400000000001,22.755727051454013,22.2525
2025-08-29 03:39:00,32.04,10.49,7.13,29760.0,37.9,7.26,2840.0,22.9,22.2,36.39,3,4,0,10.0,41.25,32.372,25.87497679956714,22.844520000000003
2025-08-29 03:42:00,39.43,8.49,6.48,28845.0,38.5,7.21,3101.0,22.3,12.5,16.91,3,4,0,36.39,34.84,27.878000000000004,25.868016716928953,25.55064
2025-08-29 03:45:00,38.84,10.26,6.83,26900.0,38.0,7.16,2560.0,21.7,10.0,26.71,3,4,0,16.91,10.0,24.970000000000002,24.48932862408646,26.527720000000002
2025-08-29 03:48:00,34.1,9.94,8.22,30452.0,38.9,6.96,3191.0,22.1,20.8,40.94,3,4,0,26.71,36.39,26.189999999999998,26.90573660981187,28.030200000000004
2025-08-29 03:51:00,26.52,9.4,6.81,28014.0,38.7,6.88,2972.0,22.2,10.8,20.66,3,4,0,40.94,16.91,28.321999999999996,21.9212728740913,18.060119999999998
2025-08-29 03:54:00,31.76,10.22,7.77,29023.0,39.2,7.36,2857.0,24.4,17.7,29.23,3,4,0,20.66,26.71,26.889999999999997,26.83070501708199,24.67752
2025-08-29 03:57:00,30.48,9.63,6.38,26502.0,38.9,6.81,2551.0,23.5,14.9,24.93,3,4,0,29.23,40.94,28.494,26.42422631451967,19.44624
2025-08-29 04:00:00,46.47,9.79,7.1,30254.0,39.1,7.37,2983.0,23.6,19.7,37.54,4,4,0,24.93,20.66,30.660000000000004,26.13266419851373,32.9937
2025-08-29 04:03:00,36.22,10.53,8.16,32175.0,39.2,7.31,2870.0,23.1,21.0,27.93,4,4,0,37.54,29.23,28.058,24.453878706743033,29.55552
2025-08-29 04:06:00,36.46,9.43,7.09,30450.0,38.8,7.01,2905.0,20.0,22.5,31.5,4,4,0,27.93,24.93,30.226,30.492231474493785,25.85014
2025-08-29 04:09:00,36.44,9.42,7.32,29685.0,39.3,6.71,2517.0,22.9,20.4,20.04,4,4,0,31.5,37.54,28.387999999999998,26.479587065469637,26.67408
2025-08-29 04:12:00,36.31,9.12,7.38,28239.0,38.5,7.08,2762.0,18.3,18.7,35.53,4,4,0,20.04,27.93,30.508,22.094992410239325,26.79678
2025-08-29 04:15:00,27.74,8.98,6.18,27189.0,39.1,7.2,2897.0,21.1,8.6,18.23,4,4,0,35.53,31.5,26.645999999999997,25.744916427207954,17.143319999999996
2025-08-29 04:18:00,40.15,9.91,8.35,30622.0,38.0,6.86,2860.0,21.7,11.4,41.54,4,4,0,18.23,20.04,29.367999999999995,27.257450131222654,33.52525
2025-08-29 04:21:00,37.98,9.67,7.71,30080.0,39.0,6.99,2816.0,22.9,17.8,34.22,4,4,0,41.54,35.53,29.912,23.23567420322707,29.28258
2025-08-29 04:24:00,41.58,11.41,8.67,33045.0,38.7,7.29,2969.0,20.3,8.2,37.57,4,4,0,34.22,18.23,33.418,28.267816740793297,36.049859999999995
2025-08-29 04:27:00,35.46,9.76,6.54,28650.0,38.4,7.2,2759.0,16.8,7.1,25.23,4,4,0,37.57,41.54,31.357999999999997,26.14610111714803,23.190839999999998
2025-08-29 04:30:00,43.94,10.62,7.45,29859.0,38.7,6.77,2739.0,25.1,10.6,36.25,4,4,0,25.23,34.22,34.962,17.97256498700396,32.7353
2025-08-29 04:33:00,39.55,9.89,7.33,28928.0,38.8,6.79,2530.0,22.5,22.0,37.92,4,4,0,36.25,37.57,34.238,25.89901593201378,28.99015
2025-08-29 04:36:00,42.11,9.46,7.42,30242.0,39.2,7.13,2836.0,23.1,14.0,36.45,4,4,0,37.92,25.23,34.684000000000005,23.781912536761855,31.24562
2025-08-29 04:39:00,44.77,12.42,9.09,33377.0,38.2,6.89,2692.0,25.4,23.6,72.07,4,4,0,36.45,36.25,41.583999999999996,26.611539443625208,40.695930000000004
2025-08-29 04:42:00,43.93,10.32,8.05,30085.0,38.6,6.67,2770.0,22.7,5.7,31.28,4,4,0,72.07,37.92,42.794,27.832644520755444,35.36365
2025-08-29 04:45:00,36.94,11.85,8.82,34429.0,37.9,6.89,2988.0,23.5,11.9,52.99,4,4,0,31.28,36.45,46.142,25.585486141425456,32.58108
2025-08-29 04:48:00,48.24,10.67,7.71,29750.0,38.7,7.23,2836.0,22.8,5.0,36.97,4,4,0,52.99,72.07,45.952000000000005,29.995756701834086,37.19304
2025-08-29 04:51:00,41.04,10.37,7.97,30858.0,39.1,6.75,2532.0,21.2,14.8,33.37,4,4,0,36.97,31.28,45.336,24.46387934630951,32.70888
2025-08-29 04:54:00,48.25,9.13,7.3,29110.0,38.0,6.91,2540.0,21.4,19.2,54.95,4,4,0,33.37,52.99,41.912,26.874453469161626,35.2225
2025-08-29 04:57:00,55.01,10.66,8.19,32676.0,38.6,7.08,2774.0,20.1,18.6,57.84,4,4,0,54.95,36.97,47.224000000000004,27.414827720912044,45.053189999999994
2025-08-29 05:00:00,53.66,10.6,7.99,28989.0,39.4,7.07,2364.0,25.9,10.6,37.33,5,4,0,57.84,33.37,44.092,24.7079620933218,42.874340000000004
2025-08-29 05:03:00,46.47,10.97,8.38,31104.0,39.5,6.97,2908.0,20.8,15.8,34.26,5,4,0,37.33,54.95,43.55,27.336322923933345,38.94186
2025-08-29 05:06:00,64.33,11.16,8.48,33013.0,39.5,7.24,2651.0,22.9,11.1,44.45,5,4,0,34.26,57.84,45.766,23.215981038513494,54.55184
2025-08-29 05:09:00,58.48,10.67,8.19,32806.0,39.2,7.07,3023.0,17.1,18.0,47.5,5,4,0,44.45,37.33,44.275999999999996,23.732294742936347,47.89512
2025-08-29 05:12:00,53.1,12.03,8.93,32991.0,38.8,7.0,2496.0,16.1,10.6,52.21,5,4,0,47.5,34.26,43.15,21.062533928991062,47.4183
2025-08-29 05:15:00,47.94,10.09,6.92,28234.0,39.0,6.86,2542.0,23.7,19.9,32.28,5,4,0,52.21,44.45,42.14,25.72422734911014,33.174479999999996
2025-08-29 05:18:00,44.29,12.51,8.51,30375.0,39.4,7.49,3130.0,20.2,13.7,29.89,5,4,0,32.28,47.5,41.266,25.975755027563032,37.69079
2025-08-29 05:21:00,56.91,11.4,8.53,31109.0,38.5,6.8,2688.0,21.7,19.6,54.55,5,4,0,29.89,52.21,43.286,28.53778947573769,48.54422999999999
2025-08-29 05:24:00,53.94,11.64,8.16,31089.0,39.2,6.81,3022.0,19.2,15.8,34.27,5,4,0,54.55,32.28,40.64,27.37342001306765,44.01504
2025-08-29 05:27:00,66.87,11.27,8.13,31314.0,39.2,7.03,2774.0,18.7,11.5,37.76,5,4,0,34.27,29.89,37.75,24.1456133300577,54.36531000000001
2025-08-29 05:30:00,53.83,12.44,8.56,31421.0,38.6,7.18,3203.0,16.8,16.2,45.08,5,4,0,37.76,54.55,40.31,21.465460937997168,46.07848
2025-08-29 05:33:00,72.87,10.41,8.08,30419.0,38.8,7.09,2804.0,18.0,19.8,61.13,5,4,0,45.08,34.27,46.55800000000001,26.29855120755992,58.878960000000006
2025-08-29 05:36:00,59.84,9.62,7.17,31928.0,38.5,7.33,3109.0,20.4,16.5,48.27,5,4,0,61.13,37.76,45.302,28.332259517243926,42.905280000000005
2025-08-29 05:39:00,55.33,11.33,7.87,30036.0,38.6,6.96,2777.0,14.9,16.7,44.95,5,4,0,48.27,45.08,47.438,27.26555492141183,43.544709999999995
2025-08-29 05:42:00,54.25,11.09,9.0,31781.0,39.8,7.08,2811.0,16.5,10.0,31.44,5,4,0,44.95,61.13,46.174,28.253432574571864,48.825
2025-08-29 05:45:00,60.35,11.1,9.2,33099.0,39.6,6.76,2410.0,17.1,21.1,43.54,5,4,0,31.44,48.27,45.86600000000001,24.364331406405274,55.52199999999999
2025-08-29 05:48:00,77.17,12.25,9.31,33304.0,39.0,6.97,2521.0,15.8,11.5,45.45,5,4,0,43.54,44.95,42.730000000000004,23.600143095473065,71.84527
2025-08-29 05:51:00,66.6,12.04,8.52,30435.0,40.0,6.77,2636.0,19.1,15.4,27.59,5,4,0,45.45,31.44,38.594,22.7892959433046,56.74319999999999
2025-08-29 05:54:00,71.29,11.27,8.61,32534.0,38.6,7.2,2612.0,16.6,9.8,55.92,5,4,0,27.59,43.54,40.788,24.832310600159214,61.38069
2025-08-29 05:57:00,67.4,11.54,8.53,32249.0,40.2,6.94,2722.0,14.6,9.7,20.09,5,4,0,55.92,45.45,38.518,24.764227612093542,57.492200000000004
2025-08-29 06:00:00,65.97,11.11,8.37,32260.0,39.0,7.1,2221.0,17.6,16.4,44.09,6,4,0,20.09,27.59,38.62800000000001,25.62003288561735,55.216889999999985
2025-08-29 06:03:00,72.07,10.32,7.24,29901.0,38.7,6.99,2773.0,16.3,11.9,36.67,6,4,0,44.09,55.92,36.872,24.612107628893476,52.17867999999999
2025-08-29 06:06:00,67.7,11.56,8.76,32522.0,39.2,7.24,2969.0,21.4,9.8,43.77,6,4,0,36.67,20.09,40.108000000000004,24.599116810819687,59.305200000000006
2025-08-29 06:09:00,69.2,12.45,9.02,31872.0,39.6,6.94,2603.0,11.5,12.3,29.57,6,4,0,43.77,44.09,34.838,22.669917841083567,62.4184
2025-08-29 06:12:00,62.57,11.31,8.48,32529.0,39.1,6.81,2414.0,16.5,20.8,43.37,6,4,0,29.57,36.67,39.49400000000001,27.82485704065447,53.059360000000005
2025-08-29 06:15:00,58.49,10.48,7.4,27526.0,39.1,7.04,2637.0,18.5,12.0,40.67,6,4,0,43.37,43.77,38.809999999999995,25.229554186731132,43.2826
2025-08-29 06:18:00,73.35,11.18,9.59,33575.0,39.4,7.06,2652.0,16.7,9.0,40.98,6,4,0,40.67,29.57,39.672000000000004,24.476668197144154,70.34264999999999
2025-08-29 06:21:00,70.29,13.24,9.78,34642.0,39.1,6.91,2435.0,14.3,21.0,48.71,6,4,0,40.98,43.37,40.66,22.757712240252385,68.74362
2025-08-29 06:24:00,64.41,11.76,9.51,34749.0,39.5,6.85,2424.0,15.1,16.4,37.14,6,4,0,48.71,40.67,42.174,21.004260668826742,61.25391
2025-08-29 06:27:00,72.58,12.85,9.27,33569.0,39.7,7.36,3038.0,18.2,13.2,31.0,6,4,0,37.14,40.98,39.7,28.923892577648033,67.28166
2025-08-29 06:30:00,63.8,9.22,7.87,29629.0,38.9,6.94,2454.0,17.8,16.5,43.4,6,4,0,31.0,48.71,40.246,26.66391612439542,50.21059999999999
2025-08-29 06:33:00,72.78,10.83,8.78,32412.0,39.4,7.15,2860.0,13.3,17.0,30.17,6,4,0,43.4,37.14,38.083999999999996,20.128246472290098,63.90083999999999
2025-08-29 06:36:00,65.45,11.86,9.63,34278.0,39.2,7.34,2540.0,15.9,24.1,56.86,6,4,0,30.17,31.0,39.714,27.28942690212897,63.02835000000001
2025-08-29 06:39:00,69.17,12.36,8.88,33247.0,38.9,7.0,2706.0,14.0,12.1,46.29,6,4,0,56.86,43.4,41.544,27.767443510699326,61.42296000000001
2025-08-29 06:42:00,75.24,12.16,8.39,32226.0,39.6,6.88,2399.0,13.4,12.7,23.37,6,4,0,46.29,30.17,40.018,25.37312836690279,63.126360000000005
2025-08-29 06:45:00,62.09,9.01,7.02,29385.0,38.2,7.29,2591.0,18.1,12.2,55.84,6,4,0,23.37,56.86,42.50599999999999,29.794332687255277,43.58718
2025-08-29 06:48:00,62.59,11.31,9.36,35722.0,40.0,7.24,2746.0,17.1,15.0,38.75,6,4,0,55.84,46.29,44.222,25.65015892636865,58.58424
2025-08-29 06:51:00,70.16,10.86,8.66,32999.0,37.6,7.16,2687.0,11.7,14.6,51.41,6,4,0,38.75,23.37,43.13199999999999,20.74952941615243,60.758559999999996
2025-08-29 06:54:00,71.26,12.19,8.52,33896.0,39.6,7.12,3038.0,14.7,21.0,24.97,6,4,0,51.41,55.84,38.867999999999995,26.095507003144963,60.71352000000001
2025-08-29 06:57:00,56.48,11.17,7.59,29008.0,38.7,7.15,2892.0,15.0,12.7,25.34,6,4,0,24.97,38.75,39.26199999999999,25.734691905138188,42.86832
2025-08-29 07:00:00,65.24,10.73,7.42,26966.0,38.9,7.35,3107.0,16.8,16.8,27.4,7,4,0,25.34,51.41,33.574,23.190109453665535,48.40807999999999
2025-08-29 07:03:00,63.53,10.6,8.14,31401.0,38.4,6.82,2615.0,15.9,19.6,46.67,7,4,0,27.4,24.97,35.158,26.720676510632273,51.713420000000006
2025-08-29 07:06:00,67.85,11.12,8.33,30911.0,37.7,7.18,2888.0,15.3,18.5,57.59,7,4,0,46.67,25.34,36.394,19.997004201427416,56.519049999999986
2025-08-29 07:09:00,58.63,10.33,8.2,30486.0,38.4,7.11,2900.0,15.0,6.9,45.91,7,4,0,57.59,27.4,40.582,27.97170048232837,48.0766
2025-08-29 07:12:00,54.26,9.9,7.53,31201.0,38.4,7.01,2697.0,15.4,16.9,49.24,7,4,0,45.91,46.67,45.362,22.365634889183642,40.857780000000005
2025-08-29 07:15:00,56.25,9.98,6.86,28653.0,38.7,7.4,3075.0,19.2,15.1,30.02,7,4,0,49.24,57.59,45.885999999999996,22.0451616246489,38.5875
2025-08-29 07:18:00,54.45,12.1,8.68,31565.0,38.7,6.81,2365.0,15.2,13.2,42.96,7,4,0,30.02,45.91,45.144,24.65852568307757,47.2626
2025-08-29 07:21:00,55.63,10.75,8.03,30323.0,39.0,7.18,2898.0,13.5,12.9,36.36,7,4,0,42.96,49.24,40.898,26.298918784130908,44.67089
2025-08-29 07:24:00,53.27,9.23,7.34,29018.0,39.9,7.22,3011.0,14.6,8.9,16.97,7,4,0,36.36,30.02,35.11,25.49177219078029,39.10018
2025-08-29 07:27:00,56.27,11.47,9.08,32733.0,38.8,7.1,2731.0,14.2,10.2,42.18,7,4,0,16.97,42.96,33.69799999999999,22.772022502682866,51.093160000000005
2025-08-29 07:30:00,60.31,9.95,7.47,31358.0,38.9,7.09,3025.0,17.9,9.1,35.05,7,4,0,42.18,36.36,34.704,23.481732126424333,45.05157
2025-08-29 07:33:00,48.81,10.17,8.54,32308.0,38.5,7.12,2843.0,17.6,10.0,45.23,7,4,0,35.05,16.97,35.158,21.600872957867615,41.68374
2025-08-29 07:36:00,53.88,10.58,6.81,28012.0,39.6,7.0,2857.0,13.3,12.2,15.18,7,4,0,45.23,42.18,30.922000000000004,24.32596029511039,36.692280000000004
2025-08-29 07:39:00,42.65,8.1,6.39,29030.0,38.2,7.25,2955.0,15.0,10.5,24.79,7,4,0,15.18,35.05,32.486,28.225063643532728,27.25335
